#Accession	Name	No_orfs	Coverage	Abundance	Description
COG4912	COG4912	1	0.819819	0.000666	Predicted DNA alkylation repair enzyme
COG4942	COG4942	1	0.954761	0.000775	Membrane-bound metallopeptidase
COG4956	COG4956	1	0.376404	0.000305	Integral membrane protein (PIN domain superfamily)
COG4974	XerD	1	0.93	0.000755	Site-specific recombinase XerD
COG4990	COG4990	1	0.933333	0.000758	Uncharacterized protein conserved in bacteria
COG4992	ArgD	2	1.933168	0.00157	Ornithine/acetylornithine aminotransferase
COG4997	COG4997	1	0.305263	0.000248	Uncharacterized conserved protein
COG5002	VicK	1	0.904139	0.000734	Signal transduction histidine kinase
COG5011	COG5011	1	0.736842	0.000598	Uncharacterized protein conserved in bacteria
COG5016	COG5016	1	0.959745	0.000779	Pyruvate/oxaloacetate carboxyltransferase
COG5018	KapD	1	0.838095	0.00068	Inhibitor of the KinA pathway to sporulation, predicted exonuclease
COG5029	CAL1	1	0.394736	0.00032	Prenyltransferase, beta subunit
COG5068	ARG80	1	0.322815	0.000262	Regulator of arginine metabolism and related MADS box-containing transcription factors
COG5279	CYK3	3	1.326295	0.001077	Uncharacterized protein involved in cytokinesis, contains TGc (transglutaminase/protease-like) domain
COG5305	COG5305	1	0.543478	0.000441	Predicted membrane protein
COG5492	COG5492	16	7.966565	0.006473	Bacterial surface proteins containing Ig-like domains
COG5495	COG5495	1	0.944636	0.000767	Uncharacterized conserved protein
COG5496	COG5496	1	0.992307	0.000806	Predicted thioesterase
COG5527	COG5527	1	0.274853	0.000223	Protein involved in initiation of plasmid replication
COG5652	COG5652	1	0.662162	0.000538	Predicted integral membrane protein
